,contract_type_id,payment_type_id,internet_service_type_id,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,internet_service_type,payment_type,contract_type
3014,3,2,3,4312-KFRXN,Male,0,Yes,No,72,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.4,1710.9,No,None,Mailed check,Two year
3015,1,3,2,4315-MURBD,Female,0,No,No,12,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,98.9,1120.95,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
3016,1,2,1,4316-XCSLJ,Male,0,No,Yes,17,Yes,No,Yes,No,No,No,No,No,Yes,50.3,846.8,No,DSL,Mailed check,Month-to-month
3017,1,1,1,4317-VTEOA,Male,0,No,No,1,Yes,No,No,Yes,No,No,No,No,Yes,50.75,50.75,Yes,DSL,Electronic check,Month-to-month
3018,2,2,3,4318-RAJVY,Female,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.8,198.25,No,None,Mailed check,One year
3019,1,2,1,4320-QMLLA,Male,0,No,No,7,Yes,No,No,No,No,No,Yes,No,No,54.85,370.4,No,DSL,Mailed check,Month-to-month
3020,2,3,1,4322-RCYMT,Male,0,Yes,Yes,68,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,75.8,5293.95,Yes,DSL,Bank transfer (automatic),One year
3021,2,2,3,4323-ELYYB,Male,0,Yes,Yes,13,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.0,218.55,No,None,Mailed check,One year
3022,2,3,2,4323-OHFOW,Female,1,Yes,No,70,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,105.55,7195.35,No,Fiber optic,Bank transfer (automatic),One year
3023,1,1,1,4323-SADQS,Male,0,Yes,Yes,7,No,No phone service,Yes,No,No,Yes,No,No,Yes,34.5,279.25,Yes,DSL,Electronic check,Month-to-month
3024,1,4,1,4324-AHJKS,Female,0,No,No,5,Yes,No,Yes,No,Yes,No,No,No,No,55.8,300.4,No,DSL,Credit card (automatic),Month-to-month
3025,1,2,1,4324-BZCKL,Female,0,Yes,Yes,10,Yes,No,No,Yes,Yes,No,No,No,Yes,55.55,551.3,No,DSL,Mailed check,Month-to-month
3026,1,1,2,4325-NFSKC,Male,1,No,No,19,Yes,Yes,Yes,No,No,No,Yes,No,Yes,90.6,1660,Yes,Fiber optic,Electronic check,Month-to-month
3027,2,1,1,4328-VUFWD,Female,0,No,No,39,Yes,No,No,No,No,Yes,No,Yes,No,59.3,2209.15,No,DSL,Electronic check,One year
3028,1,3,2,4329-YPDDQ,Male,0,No,No,20,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,108.2,2203.7,No,Fiber optic,Bank transfer (automatic),Month-to-month
3029,2,4,2,4332-MUOEZ,Male,1,Yes,Yes,20,Yes,No,Yes,No,Yes,Yes,No,Yes,No,94.3,1818.3,No,Fiber optic,Credit card (automatic),One year
3030,3,4,1,4334-HOWRP,Male,1,Yes,No,72,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Yes,64.95,4546,No,DSL,Credit card (automatic),Two year
3031,3,4,3,4335-BSMJS,Female,0,No,No,62,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,25.8,1563.95,No,None,Credit card (automatic),Two year
3032,3,2,3,4335-UPJSI,Female,0,No,Yes,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.75,498.1,No,None,Mailed check,Two year
3033,1,3,1,4338-EYCER,Male,0,Yes,No,21,Yes,No,No,No,No,No,Yes,No,No,54.6,1125.2,No,DSL,Bank transfer (automatic),Month-to-month
3034,1,1,2,4342-HENTK,Female,1,No,No,2,Yes,No,No,No,No,No,No,No,Yes,70.65,142.35,Yes,Fiber optic,Electronic check,Month-to-month
3035,2,3,1,4342-HFXWS,Female,0,Yes,Yes,48,Yes,No,Yes,No,Yes,Yes,Yes,No,No,69.7,3023.65,No,DSL,Bank transfer (automatic),One year
3036,1,2,2,4343-EJVQB,Male,0,No,No,7,Yes,No,Yes,No,No,No,No,No,No,74.35,533.6,No,Fiber optic,Mailed check,Month-to-month
3037,1,1,1,4349-GFQHK,Male,0,No,No,1,Yes,Yes,No,No,Yes,No,No,No,No,54.35,54.35,Yes,DSL,Electronic check,Month-to-month
3038,2,3,2,4350-ZTLPI,Female,0,Yes,No,53,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,108.95,5718.2,No,Fiber optic,Bank transfer (automatic),One year
3039,1,4,1,4351-QLCSU,Female,0,No,No,1,Yes,No,No,No,No,No,Yes,No,Yes,55.0,55,Yes,DSL,Credit card (automatic),Month-to-month
3040,1,2,1,4353-HYOJD,Female,0,Yes,Yes,27,Yes,No,No,Yes,No,No,No,No,No,49.85,1336.15,No,DSL,Mailed check,Month-to-month
3041,2,3,2,4355-CVPVS,Female,0,Yes,Yes,56,Yes,No,No,No,No,No,Yes,Yes,No,88.9,4968,No,Fiber optic,Bank transfer (automatic),One year
3042,3,1,1,4355-HBJHH,Male,0,Yes,Yes,67,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,79.7,5293.4,Yes,DSL,Electronic check,Two year
3043,2,4,3,4359-INNWN,Female,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,337.9,No,None,Credit card (automatic),One year
3044,1,3,2,4360-PNRQB,Male,0,No,No,18,Yes,Yes,No,No,No,No,No,No,Yes,75.6,1395.05,No,Fiber optic,Bank transfer (automatic),Month-to-month
3045,1,1,1,4360-QRAVE,Male,1,No,No,37,No,No phone service,No,Yes,Yes,No,No,No,No,36.65,1315,No,DSL,Electronic check,Month-to-month
3046,1,3,2,4361-BKAXE,Female,0,No,No,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,114.5,4527.45,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
3047,3,4,3,4361-FEBGN,Male,0,No,No,48,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.15,982.95,No,None,Credit card (automatic),Two year
3048,1,1,1,4361-JEIVL,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,Yes,44.4,44.4,Yes,DSL,Electronic check,Month-to-month
3049,1,3,3,4365-MSDYN,Male,0,Yes,No,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.55,161.15,No,None,Bank transfer (automatic),Month-to-month
3050,3,2,2,4366-CTOUZ,Female,0,No,No,50,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,100.2,5038.45,No,Fiber optic,Mailed check,Two year
3051,1,2,1,4367-NHWMM,Female,0,No,No,1,No,No phone service,No,No,No,No,No,No,Yes,24.9,24.9,No,DSL,Mailed check,Month-to-month
3052,3,2,3,4367-NUYAO,Male,0,Yes,Yes,0,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.75, ,No,None,Mailed check,Two year
3053,1,3,2,4369-HTUIF,Male,1,No,No,6,Yes,No,Yes,No,No,No,Yes,No,Yes,85.15,503.6,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
3054,2,3,1,4369-NYSCF,Male,0,No,No,56,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,75.75,4284.65,No,DSL,Bank transfer (automatic),One year
3055,1,3,2,4373-MAVJG,Female,0,Yes,Yes,14,Yes,Yes,No,Yes,No,No,No,Yes,Yes,90.9,1259,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
3056,1,1,1,4373-VVHQL,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,44.75,44.75,No,DSL,Electronic check,Month-to-month
3057,2,4,2,4374-YMUSQ,Male,0,No,No,34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,116.25,3899.05,No,Fiber optic,Credit card (automatic),One year
3058,3,4,2,4376-KFVRS,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,114.05,8468.2,No,Fiber optic,Credit card (automatic),Two year
3059,2,1,2,4377-VDHYI,Male,0,Yes,Yes,32,Yes,No,Yes,Yes,No,No,No,Yes,Yes,90.8,3023.85,No,Fiber optic,Electronic check,One year
3060,2,2,3,4378-BZYFP,Male,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.5,365.8,No,None,Mailed check,One year
3061,3,3,2,4378-MYPGO,Male,0,Yes,Yes,68,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,105.25,7173.15,No,Fiber optic,Bank transfer (automatic),Two year
3062,3,2,1,4381-MHQDC,Female,0,No,No,47,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,65.0,2879.9,No,DSL,Mailed check,Two year
3063,1,1,2,4385-GZQXV,Female,1,No,No,16,Yes,No,No,No,No,Yes,Yes,Yes,Yes,94.45,1511.2,Yes,Fiber optic,Electronic check,Month-to-month
3064,1,3,1,4385-ZKVNW,Male,0,Yes,Yes,44,Yes,No,No,Yes,No,Yes,No,No,Yes,54.9,2549.1,No,DSL,Bank transfer (automatic),Month-to-month
3065,3,1,2,4389-UEFCZ,Female,0,Yes,No,72,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,105.5,7544,No,Fiber optic,Electronic check,Two year
3066,1,4,3,4390-KYULV,Male,0,Yes,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.55,51.15,Yes,None,Credit card (automatic),Month-to-month
3067,1,3,2,4391-LNRXK,Male,0,No,No,22,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,94.95,2142.8,No,Fiber optic,Bank transfer (automatic),Month-to-month
3068,1,2,2,4391-RESHN,Male,0,No,No,23,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,104.05,2470.1,Yes,Fiber optic,Mailed check,Month-to-month
3069,3,4,2,4393-GEADV,Male,0,Yes,Yes,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,114.75,7842.3,No,Fiber optic,Credit card (automatic),Two year
3070,2,2,3,4393-OBCRR,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.25,71.2,No,None,Mailed check,One year
3071,2,1,2,4393-RYCRE,Male,0,No,No,44,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,106.05,4510.8,No,Fiber optic,Electronic check,One year
3072,1,1,2,4395-PZMSN,Male,1,No,No,5,Yes,No,No,Yes,No,No,No,Yes,Yes,85.55,408.5,No,Fiber optic,Electronic check,Month-to-month
3073,1,1,3,4396-KLSEH,Male,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.85,63,No,None,Electronic check,Month-to-month
3074,1,2,3,4397-FRLTA,Female,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.15,84.5,No,None,Mailed check,Month-to-month
3075,1,1,1,4398-HSCJH,Female,0,No,No,3,Yes,Yes,No,No,No,Yes,Yes,No,Yes,63.6,155.65,Yes,DSL,Electronic check,Month-to-month
3076,1,2,2,4402-FTBXC,Male,0,No,No,54,Yes,No,Yes,No,Yes,No,Yes,No,No,89.8,4667,No,Fiber optic,Mailed check,Month-to-month
3077,2,4,3,4403-BWPAY,Male,0,No,No,14,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.8,321.7,No,None,Credit card (automatic),One year
3078,2,2,1,4404-HIBDJ,Female,0,No,No,25,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,74.3,1863.8,Yes,DSL,Mailed check,One year
3079,1,1,2,4412-YLTKF,Female,1,No,No,27,Yes,Yes,No,No,Yes,No,No,No,Yes,78.05,2135.5,Yes,Fiber optic,Electronic check,Month-to-month
3080,1,1,2,4415-IJZTP,Female,0,No,No,1,Yes,Yes,No,No,No,No,No,No,Yes,74.5,74.5,Yes,Fiber optic,Electronic check,Month-to-month
3081,2,1,1,4415-WNGVR,Female,1,Yes,No,12,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,79.2,943.85,No,DSL,Electronic check,One year
3082,1,3,1,4418-LZMSV,Male,0,Yes,Yes,13,Yes,No,No,Yes,Yes,Yes,No,No,No,61.8,750.1,No,DSL,Bank transfer (automatic),Month-to-month
3083,3,1,2,4419-UJMUS,Male,0,Yes,Yes,69,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,99.35,6856.45,No,Fiber optic,Electronic check,Two year
3084,1,2,1,4422-QVIJA,Female,0,No,Yes,35,Yes,Yes,No,No,No,No,No,No,No,50.15,1655.35,No,DSL,Mailed check,Month-to-month
3085,2,4,2,4423-JWZJN,Male,0,Yes,Yes,64,Yes,Yes,No,No,Yes,No,No,Yes,No,90.25,5629.15,No,Fiber optic,Credit card (automatic),One year
3086,1,3,2,4423-YLHDV,Female,0,Yes,No,21,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,104.4,2200.25,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
3087,1,1,2,4424-TKOPW,Male,1,No,No,2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,93.85,196.75,Yes,Fiber optic,Electronic check,Month-to-month
3088,2,4,3,4425-OWHWB,Female,0,No,No,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.35,433.75,No,None,Credit card (automatic),One year
3089,1,3,1,4429-WYGFR,Male,0,No,No,26,Yes,No,No,No,No,Yes,No,No,No,49.15,1237.3,No,DSL,Bank transfer (automatic),Month-to-month
3090,1,2,1,4430-UZIPO,Male,0,No,No,3,No,No phone service,No,Yes,No,Yes,No,No,Yes,36.85,108.7,Yes,DSL,Mailed check,Month-to-month
3091,1,2,3,4430-YHXGG,Female,0,No,Yes,4,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,25.45,84.2,No,None,Mailed check,Month-to-month
3092,1,1,1,4431-EDMIQ,Female,0,Yes,Yes,7,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,75.7,554.05,No,DSL,Electronic check,Month-to-month
3093,1,2,1,4432-ADRLB,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,No,44.65,74.9,Yes,DSL,Mailed check,Month-to-month
3094,1,1,2,4433-JCGCG,Male,1,Yes,No,46,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,101.0,4680.05,Yes,Fiber optic,Electronic check,Month-to-month
3095,1,1,2,4439-JMPMT,Female,0,Yes,Yes,5,Yes,No,No,No,No,Yes,Yes,No,Yes,85.75,470.95,Yes,Fiber optic,Electronic check,Month-to-month
3096,1,1,1,4439-YRNVD,Female,0,No,No,10,No,No phone service,No,Yes,No,Yes,No,No,No,36.25,374,No,DSL,Electronic check,Month-to-month
3097,1,1,2,4441-NIHPT,Female,1,No,No,13,Yes,No,No,No,Yes,No,No,No,Yes,74.3,940.35,Yes,Fiber optic,Electronic check,Month-to-month
3098,3,3,3,4443-EMBNA,Female,0,Yes,No,71,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.75,1836.9,No,None,Bank transfer (automatic),Two year
3099,2,3,1,4445-KWOKW,Female,0,No,No,42,Yes,Yes,Yes,Yes,No,No,No,No,Yes,60.15,2421.6,No,DSL,Bank transfer (automatic),One year
3100,1,4,2,4445-ZJNMU,Male,0,No,No,9,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,99.3,918.75,No,Fiber optic,Credit card (automatic),Month-to-month
3101,1,1,2,4446-BZKHU,Male,0,Yes,No,61,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,105.55,6281.45,Yes,Fiber optic,Electronic check,Month-to-month
3102,1,4,2,4450-DLLMH,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,Yes,71.3,157.75,No,Fiber optic,Credit card (automatic),Month-to-month
3103,1,3,2,4450-MDZFX,Male,0,Yes,Yes,60,Yes,Yes,No,No,No,No,No,No,No,74.35,4453.3,No,Fiber optic,Bank transfer (automatic),Month-to-month
3104,1,4,1,4450-YOOHP,Female,0,No,No,39,No,No phone service,No,No,Yes,No,Yes,Yes,Yes,50.65,1905.4,No,DSL,Credit card (automatic),Month-to-month
3105,2,2,3,4451-RWASJ,Male,0,Yes,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.5,239.75,No,None,Mailed check,One year
3106,1,2,1,4452-QIIEB,Male,0,No,No,7,Yes,No,No,No,No,No,No,No,No,43.9,278.4,No,DSL,Mailed check,Month-to-month
3107,3,2,3,4452-ROHMO,Female,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,331.6,No,None,Mailed check,Two year
3108,2,3,2,4455-BFSPD,Female,0,Yes,No,61,Yes,Yes,No,No,No,Yes,Yes,Yes,No,101.15,6383.9,No,Fiber optic,Bank transfer (automatic),One year
3109,1,3,1,4456-RHSNB,Female,0,Yes,Yes,19,Yes,No,No,No,Yes,No,No,No,Yes,49.6,962.9,No,DSL,Bank transfer (automatic),Month-to-month
3110,3,2,3,4458-KVRBJ,Male,0,No,No,59,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.0,1510.5,No,None,Mailed check,Two year
3111,1,1,1,4459-BBGHE,Male,0,No,Yes,30,No,No phone service,No,No,No,No,Yes,Yes,Yes,44.5,1307.8,No,DSL,Electronic check,Month-to-month
3112,1,3,2,4462-CYWMH,Male,1,Yes,No,62,Yes,Yes,No,Yes,No,No,No,Yes,Yes,89.8,5629.55,No,Fiber optic,Bank transfer (automatic),Month-to-month
3113,2,2,3,4464-JCOLN,Male,0,Yes,Yes,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.85,35.9,Yes,None,Mailed check,One year
3114,1,1,2,4465-VDKIQ,Female,0,No,No,18,Yes,No,No,Yes,Yes,No,No,No,No,77.8,1358.6,No,Fiber optic,Electronic check,Month-to-month
3115,1,1,1,4468-KAZHE,Female,1,Yes,No,20,Yes,No,No,Yes,No,No,No,Yes,Yes,60.0,1259.35,No,DSL,Electronic check,Month-to-month
3116,1,3,1,4468-YDOVK,Male,0,No,Yes,5,Yes,No,No,No,No,Yes,No,No,Yes,48.65,235.2,No,DSL,Bank transfer (automatic),Month-to-month
3117,1,1,2,4471-KXAUH,Female,0,Yes,No,42,Yes,Yes,No,No,Yes,Yes,No,No,Yes,84.3,3588.4,Yes,Fiber optic,Electronic check,Month-to-month
3118,3,3,1,4472-LVYGI,Female,0,Yes,Yes,0,No,No phone service,Yes,No,Yes,Yes,Yes,No,Yes,52.55, ,No,DSL,Bank transfer (automatic),Two year
3119,1,3,2,4472-VESGY,Female,0,Yes,Yes,52,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,98.15,4993.4,No,Fiber optic,Bank transfer (automatic),Month-to-month
3120,3,1,3,4475-NVTLU,Male,0,Yes,Yes,45,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.2,903.7,No,None,Electronic check,Two year
3121,2,2,2,4476-OSWTN,Male,1,Yes,No,69,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,110.55,7610.1,No,Fiber optic,Mailed check,One year
3122,2,3,2,4480-MBMLB,Female,0,No,No,36,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,104.8,3886.45,No,Fiber optic,Bank transfer (automatic),One year
3123,1,3,2,4480-QQRHC,Female,1,No,No,8,Yes,No,No,No,Yes,No,No,No,Yes,74.05,600.15,No,Fiber optic,Bank transfer (automatic),Month-to-month
3124,1,1,2,4482-EWFMI,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,Yes,69.7,135.2,No,Fiber optic,Electronic check,Month-to-month
3125,1,1,1,4482-FTFFX,Male,0,No,No,5,Yes,No,No,No,Yes,Yes,No,No,No,56.15,291.45,No,DSL,Electronic check,Month-to-month
3126,1,1,1,4484-CGXFK,Female,0,No,No,3,Yes,No,No,No,No,No,No,Yes,Yes,55.3,196.15,Yes,DSL,Electronic check,Month-to-month
3127,1,1,2,4484-GLZOU,Female,0,Yes,No,52,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,105.05,5624.85,Yes,Fiber optic,Electronic check,Month-to-month
3128,1,1,3,4486-EFAEB,Male,0,No,No,13,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.4,251.65,No,None,Electronic check,Month-to-month
3129,2,4,3,4487-ZYJZK,Female,0,Yes,Yes,38,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,763.1,No,None,Credit card (automatic),One year
3130,2,1,2,4488-KQFDT,Female,0,No,No,61,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,103.95,6423,No,Fiber optic,Electronic check,One year
3131,1,3,3,4488-PSYCG,Male,0,No,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.25,327.45,Yes,None,Bank transfer (automatic),Month-to-month
3132,1,1,1,4489-SNOJF,Female,0,Yes,Yes,35,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,72.25,2568.55,Yes,DSL,Electronic check,Month-to-month
3133,1,2,1,4495-LHSSK,Female,0,No,Yes,18,Yes,Yes,Yes,No,No,No,No,No,No,57.65,992.7,No,DSL,Mailed check,Month-to-month
3134,3,2,1,4500-HKANN,Male,0,Yes,Yes,23,Yes,Yes,No,Yes,No,Yes,No,No,No,59.7,1414.2,No,DSL,Mailed check,Two year
3135,1,3,2,4501-EQDRN,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,69.7,69.7,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
3136,2,4,1,4501-UYKBC,Female,1,No,No,46,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,69.1,3255.35,No,DSL,Credit card (automatic),One year
3137,1,1,1,4501-VCPFK,Male,0,No,No,26,No,No phone service,No,No,Yes,Yes,No,No,No,35.75,1022.5,No,DSL,Electronic check,Month-to-month
3138,1,1,2,4503-BDXBD,Male,0,No,No,11,Yes,No,No,Yes,No,No,No,No,No,74.95,815.5,Yes,Fiber optic,Electronic check,Month-to-month
3139,1,4,1,4504-YOULA,Female,0,Yes,Yes,35,Yes,Yes,Yes,Yes,No,No,No,No,Yes,59.45,2136.9,No,DSL,Credit card (automatic),Month-to-month
3140,1,1,2,4505-EXZHB,Female,1,No,No,6,Yes,No,No,No,Yes,No,No,No,No,74.4,434.1,Yes,Fiber optic,Electronic check,Month-to-month
3141,2,4,1,4508-OEBEY,Male,0,Yes,No,31,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,75.5,2424.45,No,DSL,Credit card (automatic),One year
3142,1,1,2,4510-HIMLV,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,69.8,69.8,Yes,Fiber optic,Electronic check,Month-to-month
3143,1,4,1,4510-PYUSH,Female,1,No,No,38,Yes,No,Yes,Yes,No,No,No,No,Yes,57.15,2250.65,Yes,DSL,Credit card (automatic),Month-to-month
3144,1,3,2,4512-ZUIYL,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,70.0,153.05,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
3145,3,4,2,4513-CXYIX,Female,1,Yes,No,71,Yes,Yes,Yes,No,No,No,No,No,Yes,80.7,5676,No,Fiber optic,Credit card (automatic),Two year
3146,1,1,2,4514-GFCFI,Female,1,No,No,16,Yes,Yes,No,No,No,No,Yes,No,Yes,84.75,1350.15,Yes,Fiber optic,Electronic check,Month-to-month
3147,2,2,3,4518-FZBSX,Male,0,Yes,Yes,42,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.25,854.9,No,None,Mailed check,One year
3148,3,3,3,4521-WFJAI,Male,0,No,No,56,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,25.95,1444.05,No,None,Bank transfer (automatic),Two year
3149,1,1,2,4521-YEEHE,Female,0,Yes,No,18,Yes,Yes,No,No,No,Yes,Yes,No,Yes,88.85,1594.75,No,Fiber optic,Electronic check,Month-to-month
3150,1,1,1,4522-AKYLR,Female,1,No,No,13,Yes,No,No,Yes,Yes,No,No,No,Yes,54.8,731.3,No,DSL,Electronic check,Month-to-month
3151,2,4,1,4522-XRWWI,Male,0,Yes,No,42,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,80.45,3375.9,No,DSL,Credit card (automatic),One year
3152,1,1,2,4523-WXCEF,Female,0,Yes,No,59,Yes,Yes,No,Yes,No,No,Yes,Yes,No,101.1,6039.9,Yes,Fiber optic,Electronic check,Month-to-month
3153,1,3,1,4524-QCSSM,Male,0,No,No,26,No,No phone service,Yes,Yes,No,No,No,Yes,Yes,44.65,1156.55,No,DSL,Bank transfer (automatic),Month-to-month
3154,2,1,2,4525-VZCZG,Male,0,No,Yes,54,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,105.85,5826.65,No,Fiber optic,Electronic check,One year
3155,3,2,3,4526-EXKKN,Male,0,No,No,40,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.6,973.95,No,None,Mailed check,Two year
3156,3,4,1,4526-RMTLL,Male,0,Yes,Yes,8,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,76.15,645.8,No,DSL,Credit card (automatic),Two year
3157,1,3,2,4526-ZJJTM,Female,1,Yes,No,25,Yes,No,No,Yes,Yes,No,No,Yes,No,88.4,2191.15,No,Fiber optic,Bank transfer (automatic),Month-to-month
3158,1,1,2,4529-CKBCL,Female,0,No,No,2,Yes,No,No,No,No,No,Yes,No,Yes,80.2,146.05,Yes,Fiber optic,Electronic check,Month-to-month
3159,2,1,3,4530-NDRKU,Female,0,Yes,Yes,42,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.05,761.85,No,None,Electronic check,One year
3160,2,2,2,4531-AUZNK,Female,0,Yes,Yes,51,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,95.15,5000.05,No,Fiber optic,Mailed check,One year
3161,3,4,3,4534-WGCIR,Female,0,Yes,Yes,58,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.15,1509.9,No,None,Credit card (automatic),Two year
3162,1,4,2,4536-PLEQY,Male,0,Yes,No,12,Yes,No,No,Yes,No,No,No,Yes,Yes,85.05,999.8,No,Fiber optic,Credit card (automatic),Month-to-month
3163,2,2,3,4537-CIBHB,Female,0,Yes,Yes,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.25,172.35,No,None,Mailed check,One year
3164,1,1,1,4537-DKTAL,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,45.55,84.4,No,DSL,Electronic check,Month-to-month
3165,2,2,3,4538-WNTMJ,Female,0,Yes,Yes,46,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.95,1165.9,No,None,Mailed check,One year
3166,1,1,3,4541-RMRLG,Male,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.25,112.3,Yes,None,Electronic check,Month-to-month
3167,2,2,1,4544-RXFMG,Male,0,Yes,Yes,8,Yes,No,No,No,No,No,No,No,Yes,43.45,345.5,No,DSL,Mailed check,One year
3168,1,4,2,4546-FOKWR,Female,0,No,No,16,Yes,Yes,No,No,No,No,No,No,Yes,74.75,1129.35,No,Fiber optic,Credit card (automatic),Month-to-month
